1.457079912699803936e+04 1.950575486704176728e+04
9.945719025326423434e+03 1.331421476207998239e+04
3.924503134161857361e+03 5.253685667109325550e+03
5.982818588299131989e+03 8.009127994877788296e+03
8.973024731082936341e+03 1.201208209191344577e+04
1.354330738947577083e+04 3.171734422885028107e+04
9.413284085369727109e+03 1.260145089211205232e+04
7.422209636957569273e+03 9.936023319844816797e+03
1.155081320786324977e+04 1.546293680581599074e+04
1.253549568641560836e+04 1.678111916005238891e+04
6.282008474288697471e+03 8.409649629093457406e+03
4.212677625673278271e+03 5.639461449228180754e+03
1.226390673731636707e+04 1.641754630560967780e+04
8.817206724202738769e+03 1.180348901883284998e+04
5.599603593331585216e+03 7.496122942780483754e+03
6.101689836001252843e+03 8.168259407001083673e+03
1.274658837742260221e+04 1.706370692869253980e+04
1.010511371504794079e+04 1.352759447449279105e+04
6.596472948327538688e+03 8.830619424177228211e+03
8.869336769151906992e+03 1.187327596022368743e+04
1.195394561249550497e+04 1.600260499897924456e+04
7.648938594185077818e+03 1.023954300323036114e+04
6.455374643426795956e+03 8.641732781974764293e+03
4.665438118359410510e+03 6.245566366991266477e+03
4.600249530902753577e+03 6.158299317528762913e+03
8.009228550019122849e+03 1.072185883716304306e+04
6.865821898128861903e+03 9.191193996678692201e+03
6.738751203137343509e+03 9.021086216302021057e+03
1.055583770965942858e+04 1.403701881497678733e+04
1.475915037992265388e+04 1.975789860104930995e+04
7.813318156488253408e+03 1.045959643545542349e+04
8.022086498278737054e+03 1.878708892508010831e+04
8.517958004841570073e+03 1.994837941154330474e+04
3.742642527601139591e+03 5.010231178717531293e+03
6.954182550088544303e+03 1.609764497488885718e+04
1.165094892372786671e+04 1.559698694067355245e+04
6.565230656319396076e+03 8.730360152630477387e+03
1.498365764518967262e+04 2.005844505666403711e+04
4.038627311839136837e+03 5.406462097029616416e+03
8.052049153364073391e+03 1.077918171741497463e+04
7.268616128386132004e+03 9.730409898323654488e+03
9.234908194546276718e+03 1.236266104050705144e+04
6.798921498364060426e+03 9.101635223608707747e+03
6.814375985623628367e+03 9.122323605705449154e+03
9.780047758725006133e+03 2.290409325687762612e+04
1.353079337656332609e+04 1.811351217436709339e+04
6.208243145830836511e+03 8.255642510819105155e+03
8.162848234439067710e+03 1.092750788056183046e+04
1.090044468156286530e+04 1.459229645115843232e+04
5.106876760495891176e+03 6.836515314942706937e+03
7.842869017370939218e+03 1.042934760520421696e+04
1.117063215776924881e+04 1.495399156517005213e+04
6.737097917179918113e+03 9.018872390364609601e+03
1.194343113559167068e+04 1.598853031893470325e+04
9.021905354065127540e+03 1.207751653169072415e+04
9.603800019443606288e+03 1.285649194063257528e+04
6.283409894361739134e+03 8.411526347244101999e+03
8.201303302569111111e+03 1.097898669565480122e+04
7.644554956289787697e+03 1.016563194015642330e+04
8.882817497021642339e+03 1.189132187759953194e+04
4.680941976513141526e+03 6.266321217254397197e+03
1.131723707308947814e+04 1.515025070673630944e+04
1.131424125595708574e+04 2.649705047279601786e+04
9.569714596889973109e+03 2.241150805726695035e+04
4.972667387920390865e+03 1.164559179367232719e+04
9.528419105965060226e+03 1.275558174362028331e+04
9.746308360146644191e+03 1.296051656732201627e+04
1.356667962561152672e+04 1.816155309154735005e+04
6.399192692634816922e+03 8.566523333674293099e+03
6.439966585819449392e+03 8.621106555310192562e+03
8.858319231973975548e+03 1.185852625301685839e+04
8.747618910304505334e+03 1.171033363464913418e+04
5.214227388129625069e+03 6.980224137942319430e+03
1.054148006611747041e+04 1.411175312957094320e+04
1.072388987608997195e+04 1.435594390286589078e+04
8.282760925915041298e+03 1.108803394684830346e+04
9.065482296518977819e+03 1.213585401031750735e+04
1.015233314595265801e+04 1.359080690137269266e+04
1.285101240692141619e+04 1.720349785963862450e+04
7.660791085050420406e+03 1.025540961815903756e+04
7.838815919105001740e+03 1.049372964051969575e+04
1.111676979719696465e+04 1.488188720249121070e+04
9.935125577014614464e+03 1.330003434798976014e+04
5.016503927042716896e+03 6.715534491506821723e+03
9.190069219877617797e+03 1.230263647313384172e+04
1.218883363364333673e+04 1.631704728462095591e+04
7.321512275776159186e+03 9.801221388790410856e+03
4.369513453423523970e+03 5.810522901070816260e+03
1.158356005245990855e+04 2.712777427970583449e+04
8.144299800964335191e+03 1.090267720106408160e+04
8.089219290554373401e+03 1.082894093433141643e+04
1.157737983114720191e+04 1.539545131204005338e+04
1.444198026120206123e+04 1.933330695724079487e+04
1.035896180164069301e+04 1.386741906766089960e+04
6.820092128309916916e+03 9.129975996438861330e+03
9.448637969689916645e+03 1.264877901009411289e+04
1.027130890154958979e+04 1.375007833714745902e+04
8.104422056839456673e+03 1.084929288262596856e+04
6.071311447293904166e+03 8.127592559147426073e+03
5.591133205787439692e+03 7.484782984154582664e+03
4.372592279611146296e+03 1.024026342927566111e+04
4.955980180580730121e+03 6.634512105923740819e+03
6.201083067781940372e+03 8.301316639220174693e+03
9.148591714642259831e+03 1.224711118734683805e+04
9.365209710051023649e+03 1.253709466960789177e+04
5.724732884161496258e+03 7.663631846827136542e+03
1.060975842447559262e+04 1.420315800743602267e+04
6.038826082623840193e+03 8.084104707988968585e+03
6.174917925978448693e+03 8.266289127926871515e+03
6.672834744619035519e+03 8.873449648080930274e+03
1.574249041098399539e+04 2.107428496254950005e+04
1.308493266265600687e+04 1.751664381678569043e+04
1.249356131754569105e+04 2.925892789943254320e+04
1.015081394342913882e+04 1.358877301020359118e+04
5.180369392562079156e+03 6.934898735141953694e+03
1.022496683478049272e+04 1.368804162273251313e+04
1.054997664831445763e+04 1.412312783298342765e+04
1.255465922605731430e+04 1.680677255260707170e+04
8.515594921708583570e+03 1.139972613929942599e+04
4.330985565822631543e+03 5.797838991884372263e+03
6.079630799857258353e+03 8.138729629911933444e+03
1.671159934785321457e+04 2.237161837465682038e+04
9.568625021732677851e+03 1.280940512680949359e+04
5.040019691542980581e+03 6.747014296170655143e+03
1.647810857684145594e+04 2.205904867655675116e+04
3.667466993210976398e+03 4.909594212091305053e+03
1.193683425848512161e+04 1.597969750698643293e+04
6.767776977499775967e+03 9.059942837892709576e+03
1.267455917953181233e+04 2.968280686909882206e+04
5.938050778722425093e+03 7.896343885607152515e+03
6.630984436012950937e+03 8.876819936941505148e+03
7.019528269461132368e+03 9.396958497031644583e+03
1.251252770630235500e+04 1.675037233403101709e+04
1.388172294939302628e+04 1.858329715995826336e+04
1.216556529637474159e+04 1.628589771140286030e+04
1.369469317383744783e+04 1.833292234720380293e+04
1.448759756756178649e+04 1.939437474366450260e+04
1.190092087980301221e+04 1.593162025303302289e+04
1.309453005296605261e+04 1.752949101297287780e+04
3.772889384985920969e+03 5.050722008567548983e+03
7.953148574685436870e+03 1.064678491912217396e+04
7.983566480644940384e+03 1.068750490280724989e+04
8.380944968672649338e+03 1.121947154400651925e+04
8.135202588197726982e+03 1.905199652181177953e+04
4.092844597009029258e+03 5.479041855896832203e+03
1.522966166044501915e+04 3.566665778518957814e+04
1.466240283362849550e+04 1.962838481881308689e+04
4.714597055528393867e+03 6.311374711034055508e+03
8.349711854437911825e+03 1.117765964520667512e+04
1.461398417700679602e+04 1.956356660238133918e+04
1.421857076506956764e+04 1.903423272867711785e+04
6.921977585865544825e+03 9.266368620875671695e+03
6.209389643282099314e+03 8.257166952279505495e+03
3.767814827440633508e+03 5.043929080818105831e+03
1.503699568311852090e+04 2.012984813665568799e+04
3.965766823369976919e+03 5.308925001089671241e+03
1.646716782211288228e+04 2.204440009764651040e+04
1.588401347680097570e+04 2.126374072592207449e+04
6.530465678416279843e+03 8.742256542486615217e+03
1.055135317845218378e+04 1.412497072838241911e+04
5.970655137376968923e+03 7.992844525909227741e+03
1.360691364583842733e+04 1.821541193755447239e+04
1.002078122674684528e+04 1.341470029790520130e+04
7.823375338148809533e+03 1.047305978931555364e+04
1.185267635275008433e+04 1.586703628581907287e+04
8.858822386822359476e+03 1.185919981500186077e+04
5.051967965918825939e+03 6.763009229789287929e+03
1.299252370756032178e+04 1.739293769899672043e+04
1.172396790488207444e+04 1.569473577867720996e+04
7.618340774578426135e+03 1.019858134938182593e+04
1.216761734070882085e+04 1.628864423707616697e+04
1.207744796866097204e+04 1.606043542983924635e+04
6.848566750967257576e+03 9.168094298312680621e+03
8.330529441616901750e+03 1.115198100115164925e+04
6.453241820156516951e+03 8.581439134152396946e+03
9.123348033339843823e+03 1.221331764775158626e+04
1.247955352475755899e+04 2.922612148128263652e+04
1.181019093103329215e+04 1.581016155583445470e+04
7.029206011781450798e+03 9.409914169616895379e+03
1.164034280779114306e+04 1.558278830684176319e+04
1.362487305466975704e+04 1.823945456857258250e+04
7.325592900238588300e+03 9.806684768532382805e+03
1.497685274139430112e+04 2.004933408201098428e+04
1.053534616348344025e+04 1.410354195813582373e+04
8.963214451447984175e+03 1.199894794522213670e+04
1.220253109684724404e+04 1.633538226486318126e+04
1.121536491440568352e+04 1.501387491038742701e+04
8.678565505207239767e+03 1.161789202034931805e+04
6.737186343099080659e+03 9.018991107267826010e+03
1.056736618219194679e+04 1.414640668233590623e+04
4.962320130369742401e+03 6.598830186202641926e+03
